RSSI,NSINR,NRSRP,NRSRQ,BSLatitude,BSLongitude,UELatitude,UELongitude,UE_location,BS_location,UE_BS_pair
-64.19,5.47,-74.33500000000001,-10.14,41.871251,12.464301,41.87213,12.466692,41.87213_12.466692,41.871251_12.464301,41.87213_12.466692_41.871251_12.464301
-56.16,10.915,-64.935,-8.765,41.871251,12.464301,41.872148,12.466692,41.872148_12.466692,41.871251_12.464301,41.872148_12.466692_41.871251_12.464301
-60.31,-8.11,-78.875,-18.555,41.871251,12.464301,41.872132,12.466685,41.872132_12.466685,41.871251_12.464301,41.872132_12.466685_41.871251_12.464301
-63.04,1.64,-74.82,-11.99,41.871251,12.464301,41.872085,12.466664,41.872085_12.466664,41.871251_12.464301,41.872085_12.466664_41.871251_12.464301
-62.21,9.05,-70.925,-8.709999999999999,41.871251,12.464301,41.871976,12.466601,41.871976_12.466601,41.871251_12.464301,41.871976_12.466601_41.871251_12.464301
-60.62,2.515,-71.275,-10.555,41.871251,12.464301,41.871974,12.466588,41.871974_12.466588,41.871251_12.464301,41.871974_12.466588_41.871251_12.464301
-61.98,4.605,-74.38,-12.715,41.871251,12.464301,41.87181,12.466488,41.87181_12.466488,41.871251_12.464301,41.87181_12.466488_41.871251_12.464301
-66.46,-0.42,-79.1,-12.915,41.871251,12.464301,41.87181,12.466461,41.87181_12.466461,41.871251_12.464301,41.87181_12.466461_41.871251_12.464301
-58.55,7.627499999999999,-69.595,-11.15,41.871251,12.464301,41.871795,12.46642,41.871795_12.46642,41.871251_12.464301,41.871795_12.46642_41.871251_12.464301
-59.17,9.1,-70.36500000000001,-11.18,41.871251,12.464301,41.871745,12.46635,41.871745_12.46635,41.871251_12.464301,41.871745_12.46635_41.871251_12.464301
-63.63,4.42,-73.335,-9.735,41.871251,12.464301,41.87172,12.466335,41.87172_12.466335,41.871251_12.464301,41.87172_12.466335_41.871251_12.464301
-63.13,4.15,-72.73,-9.64,41.871251,12.464301,41.8717,12.466311,41.8717_12.466311,41.871251_12.464301,41.8717_12.466311_41.871251_12.464301
-60.38,5.775,-70.605,-10.215,41.871251,12.464301,41.871649,12.466249,41.871649_12.466249,41.871251_12.464301,41.871649_12.466249_41.871251_12.464301
-61.03,11.6,-69.245,-8.2,41.871251,12.464301,41.87164,12.466239,41.87164_12.466239,41.871251_12.464301,41.87164_12.466239_41.871251_12.464301
-61.87,5.52,-71.365,-9.41,41.871251,12.464301,41.871628,12.466209,41.871628_12.466209,41.871251_12.464301,41.871628_12.466209_41.871251_12.464301
-59.25,8.9,-68.13,-8.870000000000001,41.871251,12.464301,41.871628,12.46618,41.871628_12.46618,41.871251_12.464301,41.871628_12.46618_41.871251_12.464301
-58.71,5.085,-68.815,-10.32,41.871251,12.464301,41.871607,12.466122,41.871607_12.466122,41.871251_12.464301,41.871607_12.466122_41.871251_12.464301
-63.89,4.345,-73.685,-10.08,41.871251,12.464301,41.8716,12.466117,41.8716_12.466117,41.871251_12.464301,41.8716_12.466117_41.871251_12.464301
-60.85,7.43,-69.625,-8.77,41.871251,12.464301,41.871578,12.466082,41.871578_12.466082,41.871251_12.464301,41.871578_12.466082_41.871251_12.464301
-60.68,5.595000000000001,-70.16999999999999,-9.48,41.871251,12.464301,41.871541,12.466053,41.871541_12.466053,41.871251_12.464301,41.871541_12.466053_41.871251_12.464301
-66.53,1.4300000000000002,-77.265,-10.995,41.871251,12.464301,41.871518,12.466034,41.871518_12.466034,41.871251_12.464301,41.871518_12.466034_41.871251_12.464301
-55.41,12.17,-63.91,-8.49,41.871251,12.464301,41.871478,12.465961,41.871478_12.465961,41.871251_12.464301,41.871478_12.465961_41.871251_12.464301
-60.59,8.15,-70.065,-9.355,41.871251,12.464301,41.871468,12.465927,41.871468_12.465927,41.871251_12.464301,41.871468_12.465927_41.871251_12.464301
-55.55,12.74,-64.045,-8.485,41.871251,12.464301,41.871444,12.465888,41.871444_12.465888,41.871251_12.464301,41.871444_12.465888_41.871251_12.464301
-61.58,12.03,-70.24,-8.645,41.871251,12.464301,41.871419,12.465857,41.871419_12.465857,41.871251_12.464301,41.871419_12.465857_41.871251_12.464301
-57.8,5.47,-69.05,-11.015,41.871251,12.464301,41.871412,12.465826,41.871412_12.465826,41.871251_12.464301,41.871412_12.465826_41.871251_12.464301
-63.28,6.25,-74.535,-11.195,41.871251,12.464301,41.871411,12.465827,41.871411_12.465827,41.871251_12.464301,41.871411_12.465827_41.871251_12.464301
-63.73,9.94,-73.515,-9.77,41.871251,12.464301,41.871419,12.46581,41.871419_12.46581,41.871251_12.464301,41.871419_12.46581_41.871251_12.464301
-65.09,9.69,-76.875,-11.775,41.871251,12.464301,41.871425,12.46579,41.871425_12.46579,41.871251_12.464301,41.871425_12.46579_41.871251_12.464301
-63.52,12.325,-75.285,-11.75,41.871251,12.464301,41.871436,12.465757,41.871436_12.465757,41.871251_12.464301,41.871436_12.465757_41.871251_12.464301
-65.58,12.29,-77.065,-11.465,41.871251,12.464301,41.871464,12.465714,41.871464_12.465714,41.871251_12.464301,41.871464_12.465714_41.871251_12.464301
-63.01,12.735,-74.795,-11.77,41.871251,12.464301,41.871451,12.465711,41.871451_12.465711,41.871251_12.464301,41.871451_12.465711_41.871251_12.464301
-70.44,8.709999999999999,-80.61,-10.565,41.871251,12.464301,41.871436,12.465707,41.871436_12.465707,41.871251_12.464301,41.871436_12.465707_41.871251_12.464301
-64.58,10.105,-74.08000000000001,-9.495,41.871251,12.464301,41.871365,12.46567,41.871365_12.46567,41.871251_12.464301,41.871365_12.46567_41.871251_12.464301
-65.93,11.045,-74.84,-8.9,41.871251,12.464301,41.871407,12.465571,41.871407_12.465571,41.871251_12.464301,41.871407_12.465571_41.871251_12.464301
-63.69,9.51,-74.05,-10.345,41.871251,12.464301,41.871437,12.465421,41.871437_12.465421,41.871251_12.464301,41.871437_12.465421_41.871251_12.464301
-67.36,7.015000000000001,-77.815,-10.45,41.871251,12.464301,41.871476,12.465409,41.871476_12.465409,41.871251_12.464301,41.871476_12.465409_41.871251_12.464301
-62.15,8.475,-72.10499999999999,-9.945,41.871251,12.464301,41.871534,12.465358,41.871534_12.465358,41.871251_12.464301,41.871534_12.465358_41.871251_12.464301
-65.25,7.27,-75.845,-10.58,41.871251,12.464301,41.871552,12.465314,41.871552_12.465314,41.871251_12.464301,41.871552_12.465314_41.871251_12.464301
-62.46,9.205,-72.14500000000001,-9.675,41.871251,12.464301,41.871573,12.465274,41.871573_12.465274,41.871251_12.464301,41.871573_12.465274_41.871251_12.464301
-65.21,7.935,-74.69999999999999,-9.48,41.871251,12.464301,41.871542,12.465187,41.871542_12.465187,41.871251_12.464301,41.871542_12.465187_41.871251_12.464301
-68.08,8.52,-77.21000000000001,-9.12,41.871251,12.464301,41.87154,12.465179,41.87154_12.465179,41.871251_12.464301,41.87154_12.465179_41.871251_12.464301
-70.32,0.175,-84.17,-14.38,41.871251,12.464301,41.871538,12.465171,41.871538_12.465171,41.871251_12.464301,41.871538_12.465171_41.871251_12.464301
-68.1,6.785,-77.67,-9.925,41.871251,12.464301,41.871537,12.465145,41.871537_12.465145,41.871251_12.464301,41.871537_12.465145_41.871251_12.464301
-65.71,6.335,-75.525,-10.065,41.871251,12.464301,41.871529,12.465093,41.871529_12.465093,41.871251_12.464301,41.871529_12.465093_41.871251_12.464301
-65.82,8.96,-75.05,-9.22,41.871251,12.464301,41.871529,12.465075,41.871529_12.465075,41.871251_12.464301,41.871529_12.465075_41.871251_12.464301
-62.68,4.87,-77.425,-15.31,41.871251,12.464301,41.871532,12.465073,41.871532_12.465073,41.871251_12.464301,41.871532_12.465073_41.871251_12.464301
-66.11,6.285,-75.12,-9.0,41.871251,12.464301,41.871549,12.465056,41.871549_12.465056,41.871251_12.464301,41.871549_12.465056_41.871251_12.464301
-69.17,6.995,-78.54499999999999,-9.645,41.871251,12.464301,41.871555,12.465053,41.871555_12.465053,41.871251_12.464301,41.871555_12.465053_41.871251_12.464301
-66.06,7.63,-75.815,-9.745,41.871251,12.464301,41.871569,12.465042,41.871569_12.465042,41.871251_12.464301,41.871569_12.465042_41.871251_12.464301
-65.68,7.279999999999999,-74.905,-9.21,41.871251,12.464301,41.871591,12.46502,41.871591_12.46502,41.871251_12.464301,41.871591_12.46502_41.871251_12.464301
-66.4,5.9,-76.505,-10.245,41.871251,12.464301,41.871601,12.46501,41.871601_12.46501,41.871251_12.464301,41.871601_12.46501_41.871251_12.464301
-65.41,9.105,-74.08500000000001,-8.665,41.871251,12.464301,41.871622,12.464993,41.871622_12.464993,41.871251_12.464301,41.871622_12.464993_41.871251_12.464301
-63.93,3.9,-74.80000000000001,-10.825,41.871251,12.464301,41.871639,12.46495,41.871639_12.46495,41.871251_12.464301,41.871639_12.46495_41.871251_12.464301
-66.83,3.99,-77.49000000000001,-10.7,41.871251,12.464301,41.87164,12.464928,41.87164_12.464928,41.871251_12.464301,41.87164_12.464928_41.871251_12.464301
-69.04,5.045,-79.475,-10.475,41.871251,12.464301,41.871652,12.464905,41.871652_12.464905,41.871251_12.464301,41.871652_12.464905_41.871251_12.464301
-68.73,6.91,-78.86,-10.59,41.871251,12.464301,41.871673,12.464876,41.871673_12.464876,41.871251_12.464301,41.871673_12.464876_41.871251_12.464301
-64.22,0.8450000000000002,-79.39,-15.045,41.871251,12.464301,41.871677,12.464866,41.871677_12.464866,41.871251_12.464301,41.871677_12.464866_41.871251_12.464301
-59.73,9.64,-69.13,-9.39,41.871251,12.464301,41.871681,12.464853,41.871681_12.464853,41.871251_12.464301,41.871681_12.464853_41.871251_12.464301
-53.62,5.495,-65.275,-11.705,41.871251,12.464301,41.87165,12.464806,41.87165_12.464806,41.871251_12.464301,41.87165_12.464806_41.871251_12.464301
-58.51,7.435,-69.045,-10.525,41.871251,12.464301,41.87164,12.464728,41.87164_12.464728,41.871251_12.464301,41.87164_12.464728_41.871251_12.464301
-63.15,3.0700000000000003,-75.33,-12.15,41.871251,12.464301,41.871621,12.464695,41.871621_12.464695,41.871251_12.464301,41.871621_12.464695_41.871251_12.464301
-54.15,4.175,-67.205,-13.165,41.871251,12.464301,41.871613,12.46468,41.871613_12.46468,41.871251_12.464301,41.871613_12.46468_41.871251_12.464301
-61.03,3.935,-73.125,-12.185,41.871251,12.464301,41.871592,12.464648,41.871592_12.464648,41.871251_12.464301,41.871592_12.464648_41.871251_12.464301
-60.55,11.175,-69.475,-8.915,41.871251,12.464301,41.871544,12.464621,41.871544_12.464621,41.871251_12.464301,41.871544_12.464621_41.871251_12.464301
-57.93,6.58,-68.50999999999999,-10.57,41.871251,12.464301,41.871529,12.464596,41.871529_12.464596,41.871251_12.464301,41.871529_12.464596_41.871251_12.464301
-56.71,7.17,-67.13,-10.63,41.871251,12.464301,41.871507,12.464568,41.871507_12.464568,41.871251_12.464301,41.871507_12.464568_41.871251_12.464301
-57.86,6.94,-68.63,-10.91,41.871251,12.464301,41.871477,12.464541,41.871477_12.464541,41.871251_12.464301,41.871477_12.464541_41.871251_12.464301
-53.55,5.605,-66.86500000000001,-13.97,41.871251,12.464301,41.871464,12.464526,41.871464_12.464526,41.871251_12.464301,41.871464_12.464526_41.871251_12.464301
-54.93,6.540000000000001,-66.06,-11.07,41.871251,12.464301,41.871453,12.464502,41.871453_12.464502,41.871251_12.464301,41.871453_12.464502_41.871251_12.464301
-54.17,7.915,-64.34,-10.16,41.871251,12.464301,41.871455,12.464484,41.871455_12.464484,41.871251_12.464301,41.871455_12.464484_41.871251_12.464301
-56.54,10.125,-66.88,-10.34,41.871251,12.464301,41.871453,12.46446,41.871453_12.46446,41.871251_12.464301,41.871453_12.46446_41.871251_12.464301
-50.95,3.335,-64.29,-13.345,41.871251,12.464301,41.871452,12.464327,41.871452_12.464327,41.871251_12.464301,41.871452_12.464327_41.871251_12.464301
-53.64,11.28,-63.36,-9.715,41.871251,12.464301,41.871456,12.464301,41.871456_12.464301,41.871251_12.464301,41.871456_12.464301_41.871251_12.464301
-58.93,3.92,-71.405,-12.445,41.871251,12.464301,41.871441,12.464272,41.871441_12.464272,41.871251_12.464301,41.871441_12.464272_41.871251_12.464301
-60.06,0.6,-74.945,-14.94,41.871251,12.464301,41.871428,12.464254,41.871428_12.464254,41.871251_12.464301,41.871428_12.464254_41.871251_12.464301
-51.03,9.93,-60.58,-9.54,41.871251,12.464301,41.871422,12.464245,41.871422_12.464245,41.871251_12.464301,41.871422_12.464245_41.871251_12.464301
-58.3,-3.205,-76.61500000000001,-18.59,41.871251,12.464301,41.871416,12.464249,41.871416_12.464249,41.871251_12.464301,41.871416_12.464249_41.871251_12.464301
-53.77,7.970000000000001,-64.095,-10.305,41.871251,12.464301,41.871404,12.464242,41.871404_12.464242,41.871251_12.464301,41.871404_12.464242_41.871251_12.464301
-49.65,1.665,-63.120000000000005,-13.4,41.871251,12.464301,41.871422,12.464224,41.871422_12.464224,41.871251_12.464301,41.871422_12.464224_41.871251_12.464301
-57.91,3.25,-71.1,-13.235,41.871251,12.464301,41.87143,12.464212,41.87143_12.464212,41.871251_12.464301,41.87143_12.464212_41.871251_12.464301
-58.01,6.335,-68.69,-10.675,41.871251,12.464301,41.871428,12.464212,41.871428_12.464212,41.871251_12.464301,41.871428_12.464212_41.871251_12.464301
-55.56,0.52,-70.095,-14.670000000000002,41.871251,12.464301,41.871446,12.464203,41.871446_12.464203,41.871251_12.464301,41.871446_12.464203_41.871251_12.464301
-58.65,0.0649999999999999,-73.31,-15.135,41.871251,12.464301,41.871465,12.464198,41.871465_12.464198,41.871251_12.464301,41.871465_12.464198_41.871251_12.464301
-56.96,4.67,-68.34,-11.5,41.871251,12.464301,41.871471,12.464204,41.871471_12.464204,41.871251_12.464301,41.871471_12.464204_41.871251_12.464301
-54.49,3.53,-66.845,-12.455,41.871251,12.464301,41.871475,12.46417,41.871475_12.46417,41.871251_12.464301,41.871475_12.46417_41.871251_12.464301
-56.89,2.805,-69.695,-12.88,41.871251,12.464301,41.871462,12.464159,41.871462_12.464159,41.871251_12.464301,41.871462_12.464159_41.871251_12.464301
-57.39,3.865,-69.935,-12.61,41.871251,12.464301,41.871445,12.464123,41.871445_12.464123,41.871251_12.464301,41.871445_12.464123_41.871251_12.464301
-55.22,6.050000000000001,-67.10499999999999,-11.805,41.871251,12.464301,41.871447,12.46412,41.871447_12.46412,41.871251_12.464301,41.871447_12.46412_41.871251_12.464301
-57.23,9.23,-66.715,-9.475,41.871251,12.464301,41.871481,12.464054,41.871481_12.464054,41.871251_12.464301,41.871481_12.464054_41.871251_12.464301
-57.69,2.5850000000000004,-71.83,-14.085,41.871251,12.464301,41.871522,12.463977,41.871522_12.463977,41.871251_12.464301,41.871522_12.463977_41.871251_12.464301
-57.74,-2.715,-75.38499999999999,-18.005,41.871251,12.464301,41.871598,12.463882,41.871598_12.463882,41.871251_12.464301,41.871598_12.463882_41.871251_12.464301
-55.14,11.87,-65.63,-10.48,41.871251,12.464301,41.871632,12.463861,41.871632_12.463861,41.871251_12.464301,41.871632_12.463861_41.871251_12.464301
-56.52,6.715,-68.46000000000001,-11.92,41.871251,12.464301,41.871635,12.4638,41.871635_12.4638,41.871251_12.464301,41.871635_12.4638_41.871251_12.464301
-59.65,7.24,-69.92500000000001,-10.255,41.871251,12.464301,41.871621,12.463693,41.871621_12.463693,41.871251_12.464301,41.871621_12.463693_41.871251_12.464301
-60.5,1.2999999999999998,-76.00999999999999,-15.565,41.871251,12.464301,41.871622,12.463649,41.871622_12.463649,41.871251_12.464301,41.871622_12.463649_41.871251_12.464301
-55.19,-1.275,-70.42500000000001,-15.14,41.871251,12.464301,41.87162,12.463634,41.87162_12.463634,41.871251_12.464301,41.87162_12.463634_41.871251_12.464301
-60.79,3.515,-73.66499999999999,-12.9,41.871251,12.464301,41.871631,12.463604,41.871631_12.463604,41.871251_12.464301,41.871631_12.463604_41.871251_12.464301
-59.99,4.295,-72.195,-12.16,41.871251,12.464301,41.871636,12.463589,41.871636_12.463589,41.871251_12.464301,41.871636_12.463589_41.871251_12.464301
-52.88,5.855,-64.505,-11.72,41.871251,12.464301,41.871648,12.463572,41.871648_12.463572,41.871251_12.464301,41.871648_12.463572_41.871251_12.464301
-55.62,-1.6550000000000002,-73.78999999999999,-18.08,41.871251,12.464301,41.871677,12.463545,41.871677_12.463545,41.871251_12.464301,41.871677_12.463545_41.871251_12.464301
-53.61,-4.335,-71.86500000000001,-18.46,41.871251,12.464301,41.871688,12.463528,41.871688_12.463528,41.871251_12.464301,41.871688_12.463528_41.871251_12.464301
-55.6,-0.6349999999999999,-71.92,-16.475,41.871251,12.464301,41.871686,12.463509,41.871686_12.463509,41.871251_12.464301,41.871686_12.463509_41.871251_12.464301
-52.69,2.195,-67.935,-15.285,41.871251,12.464301,41.871661,12.463469,41.871661_12.463469,41.871251_12.464301,41.871661_12.463469_41.871251_12.464301
-57.74,-3.1,-75.885,-18.285,41.871251,12.464301,41.871641,12.463415,41.871641_12.463415,41.871251_12.464301,41.871641_12.463415_41.871251_12.464301
-57.08,-3.555,-75.0,-18.32,41.871251,12.464301,41.871604,12.463353,41.871604_12.463353,41.871251_12.464301,41.871604_12.463353_41.871251_12.464301
-57.44,-0.175,-73.535,-16.015,41.871251,12.464301,41.871536,12.463244,41.871536_12.463244,41.871251_12.464301,41.871536_12.463244_41.871251_12.464301
-56.34,-5.19,-76.74000000000001,-20.545,41.871251,12.464301,41.871471,12.463157,41.871471_12.463157,41.871251_12.464301,41.871471_12.463157_41.871251_12.464301
-57.62,-4.28,-77.24,-19.64,41.871251,12.464301,41.871436,12.463092,41.871436_12.463092,41.871251_12.464301,41.871436_12.463092_41.871251_12.464301
-57.72,1.105,-72.315,-14.425,41.871251,12.464301,41.871429,12.46307,41.871429_12.46307,41.871251_12.464301,41.871429_12.46307_41.871251_12.464301
-51.14,-9.28,-76.03,-25.12,41.871251,12.464301,41.871407,12.463015,41.871407_12.463015,41.871251_12.464301,41.871407_12.463015_41.871251_12.464301
-52.98,-7.939999999999999,-75.78,-23.055,41.871251,12.464301,41.871387,12.462982,41.871387_12.462982,41.871251_12.464301,41.871387_12.462982_41.871251_12.464301
-52.78,-2.505,-70.625,-17.66,41.871251,12.464301,41.871375,12.462959,41.871375_12.462959,41.871251_12.464301,41.871375_12.462959_41.871251_12.464301
-41.77,-3.71,-60.345,-18.41,41.871251,12.464301,41.871346,12.462886,41.871346_12.462886,41.871251_12.464301,41.871346_12.462886_41.871251_12.464301
-42.94,-3.755,-61.71,-18.705,41.871251,12.464301,41.871339,12.462876,41.871339_12.462876,41.871251_12.464301,41.871339_12.462876_41.871251_12.464301
-45.48,-3.47,-64.485,-18.92,41.871251,12.464301,41.87133,12.462846,41.87133_12.462846,41.871251_12.464301,41.87133_12.462846_41.871251_12.464301
-53.29,1.145,-68.18,-14.735,41.871251,12.464301,41.87133,12.46283,41.87133_12.46283,41.871251_12.464301,41.87133_12.46283_41.871251_12.464301
-49.91,-1.395,-65.575,-15.58,41.871251,12.464301,41.871315,12.462842,41.871315_12.462842,41.871251_12.464301,41.871315_12.462842_41.871251_12.464301
-45.72,2.815,-58.97,-13.445,41.871251,12.464301,41.87131,12.46283,41.87131_12.46283,41.871251_12.464301,41.87131_12.46283_41.871251_12.464301
-45.75,-2.92,-64.11,-18.21,41.871251,12.464301,41.871307,12.462829,41.871307_12.462829,41.871251_12.464301,41.871307_12.462829_41.871251_12.464301
-53.91,-2.94,-72.06,-18.23,41.871251,12.464301,41.871265,12.46281,41.871265_12.46281,41.871251_12.464301,41.871265_12.46281_41.871251_12.464301
-54.2,-5.65,-72.995,-18.755,41.871251,12.464301,41.871243,12.462778,41.871243_12.462778,41.871251_12.464301,41.871243_12.462778_41.871251_12.464301
-43.34,-2.54,-61.275,-17.765,41.871251,12.464301,41.871238,12.46277,41.871238_12.46277,41.871251_12.464301,41.871238_12.46277_41.871251_12.464301
-49.43,-7.539999999999999,-71.995,-22.535,41.871251,12.464301,41.871227,12.462769,41.871227_12.462769,41.871251_12.464301,41.871227_12.462769_41.871251_12.464301
-50.35,-6.15,-71.595,-21.18,41.871251,12.464301,41.871206,12.462775,41.871206_12.462775,41.871251_12.464301,41.871206_12.462775_41.871251_12.464301
-54.3,-9.47,-78.66,-24.28,41.871251,12.464301,41.871186,12.462772,41.871186_12.462772,41.871251_12.464301,41.871186_12.462772_41.871251_12.464301
-52.89,-4.065,-71.78,-18.79,41.871251,12.464301,41.871131,12.462765,41.871131_12.462765,41.871251_12.464301,41.871131_12.462765_41.871251_12.464301
-57.33,-3.5050000000000003,-75.71000000000001,-18.505,41.871251,12.464301,41.87112,12.462768,41.87112_12.462768,41.871251_12.464301,41.87112_12.462768_41.871251_12.464301
-52.78,-2.875,-71.05,-18.155,41.871251,12.464301,41.871079,12.462762,41.871079_12.462762,41.871251_12.464301,41.871079_12.462762_41.871251_12.464301
-55.21,-6.425,-76.525,-21.595,41.871251,12.464301,41.871054,12.462759,41.871054_12.462759,41.871251_12.464301,41.871054_12.462759_41.871251_12.464301
-50.18,-9.16,-74.325,-24.165,41.871251,12.464301,41.871043,12.462755,41.871043_12.462755,41.871251_12.464301,41.871043_12.462755_41.871251_12.464301
-54.77,-7.7275,-77.35249999999999,-22.68,41.871251,12.464301,41.871012,12.462742,41.871012_12.462742,41.871251_12.464301,41.871012_12.462742_41.871251_12.464301
-54.97,-8.725,-78.88499999999999,-24.03,41.871251,12.464301,41.870997,12.462747,41.870997_12.462747,41.871251_12.464301,41.870997_12.462747_41.871251_12.464301
-55.26,-2.26,-73.53999999999999,-18.35,41.871251,12.464301,41.87098,12.462748,41.87098_12.462748,41.871251_12.464301,41.87098_12.462748_41.871251_12.464301
-52.23,-3.875,-71.53,-19.335,41.871251,12.464301,41.870955,12.462759,41.870955_12.462759,41.871251_12.464301,41.870955_12.462759_41.871251_12.464301
-53.02,-7.45,-75.63,-22.66,41.871251,12.464301,41.870949,12.462767,41.870949_12.462767,41.871251_12.464301,41.870949_12.462767_41.871251_12.464301
-55.37,-4.6925,-75.5325,-20.1775,41.871251,12.464301,41.870941,12.462779,41.870941_12.462779,41.871251_12.464301,41.870941_12.462779_41.871251_12.464301
-53.11,-11.035,-79.035,-25.995,41.871251,12.464301,41.870912,12.462801,41.870912_12.462801,41.871251_12.464301,41.870912_12.462801_41.871251_12.464301
-56.73,2.15,-70.605,-13.925,41.871251,12.464301,41.870886,12.462812,41.870886_12.462812,41.871251_12.464301,41.870886_12.462812_41.871251_12.464301
-60.51,7.25,-71.15,-10.61,41.871251,12.464301,41.870847,12.462824,41.870847_12.462824,41.871251_12.464301,41.870847_12.462824_41.871251_12.464301
-54.73,-9.595,-79.05,-24.53,41.871251,12.464301,41.870815,12.462859,41.870815_12.462859,41.871251_12.464301,41.870815_12.462859_41.871251_12.464301
-54.01,-5.515000000000001,-74.995,-21.2,41.871251,12.464301,41.870794,12.462884,41.870794_12.462884,41.871251_12.464301,41.870794_12.462884_41.871251_12.464301
-57.63,-4.51,-77.065,-19.47,41.871251,12.464301,41.870753,12.462922,41.870753_12.462922,41.871251_12.464301,41.870753_12.462922_41.871251_12.464301
-56.07,-6.65,-77.715,-21.555,41.871251,12.464301,41.87074,12.462941,41.87074_12.462941,41.871251_12.464301,41.87074_12.462941_41.871251_12.464301
-55.19,-8.44,-78.025,-23.0,41.871251,12.464301,41.870699,12.462983,41.870699_12.462983,41.871251_12.464301,41.870699_12.462983_41.871251_12.464301
-58.86,-2.82,-76.295,-17.455,41.871251,12.464301,41.870689,12.463032,41.870689_12.463032,41.871251_12.464301,41.870689_12.463032_41.871251_12.464301
-57.39,-7.5,-75.76499999999999,-18.51,41.871251,12.464301,41.870685,12.463057,41.870685_12.463057,41.871251_12.464301,41.870685_12.463057_41.871251_12.464301
-59.89,-8.35,-79.73,-19.765,41.871251,12.464301,41.870659,12.463249,41.870659_12.463249,41.871251_12.464301,41.870659_12.463249_41.871251_12.464301
-60.17,-3.935,-78.495,-18.32,41.871251,12.464301,41.870644,12.463256,41.870644_12.463256,41.871251_12.464301,41.870644_12.463256_41.871251_12.464301
-60.5,-1.285,-76.575,-15.96,41.871251,12.464301,41.870617,12.463246,41.870617_12.463246,41.871251_12.464301,41.870617_12.463246_41.871251_12.464301
-53.75,-6.99,-76.06,-22.39,41.871251,12.464301,41.870604,12.463248,41.870604_12.463248,41.871251_12.464301,41.870604_12.463248_41.871251_12.464301
-60.23,-2.2475,-77.4375,-17.182499999999997,41.871251,12.464301,41.87059,12.46324,41.87059_12.46324,41.871251_12.464301,41.87059_12.46324_41.871251_12.464301
-63.93,-6.035,-84.345,-20.61,41.871251,12.464301,41.87058,12.463218,41.87058_12.463218,41.871251_12.464301,41.87058_12.463218_41.871251_12.464301
-57.12,-9.25,-81.535,-24.39,41.871251,12.464301,41.870587,12.463193,41.870587_12.463193,41.871251_12.464301,41.870587_12.463193_41.871251_12.464301
-61.56,-6.984999999999999,-83.17500000000001,-21.695,41.871251,12.464301,41.870588,12.46319,41.870588_12.46319,41.871251_12.464301,41.870588_12.46319_41.871251_12.464301
-65.06,-3.94,-83.22999999999999,-18.15,41.871251,12.464301,41.870556,12.463138,41.870556_12.463138,41.871251_12.464301,41.870556_12.463138_41.871251_12.464301
-46.34,-3.285,-65.345,-19.185,41.871251,12.464301,41.870553,12.463159,41.870553_12.463159,41.871251_12.464301,41.870553_12.463159_41.871251_12.464301
-48.21,-0.24,-63.8,-15.57,41.871251,12.464301,41.870548,12.463281,41.870548_12.463281,41.871251_12.464301,41.870548_12.463281_41.871251_12.464301
-52.15,4.335,-65.48,-13.145,41.871251,12.464301,41.87054,12.46354,41.87054_12.46354,41.871251_12.464301,41.87054_12.46354_41.871251_12.464301
-50.04,-0.6749999999999999,-65.625,-15.48,41.871251,12.464301,41.870481,12.463618,41.870481_12.463618,41.871251_12.464301,41.870481_12.463618_41.871251_12.464301
-54.0,-5.275,-74.235,-20.2225,41.871251,12.464301,41.87047,12.463664,41.87047_12.463664,41.871251_12.464301,41.87047_12.463664_41.871251_12.464301
-53.42,-3.76,-72.14,-18.82,41.871251,12.464301,41.871167,12.462703,41.871167_12.462703,41.871251_12.464301,41.871167_12.462703_41.871251_12.464301
-51.58,-6.905,-73.19,-21.645000000000003,41.871251,12.464301,41.871185,12.46267,41.871185_12.46267,41.871251_12.464301,41.871185_12.46267_41.871251_12.464301
-53.56,-4.87,-73.81,-20.0,41.871251,12.464301,41.871205,12.462642,41.871205_12.462642,41.871251_12.464301,41.871205_12.462642_41.871251_12.464301
-52.71,-2.335,-70.11000000000001,-17.375,41.871251,12.464301,41.871237,12.462573,41.871237_12.462573,41.871251_12.464301,41.871237_12.462573_41.871251_12.464301
-53.07,-6.72,-74.17500000000001,-21.25,41.871251,12.464301,41.871157,12.462438,41.871157_12.462438,41.871251_12.464301,41.871157_12.462438_41.871251_12.464301
-56.89,-10.88,-82.22999999999999,-25.345,41.871251,12.464301,41.870719,12.461868,41.870719_12.461868,41.871251_12.464301,41.870719_12.461868_41.871251_12.464301
-50.88,-11.41,-76.99,-26.07,41.871251,12.464301,41.869994,12.461195,41.869994_12.461195,41.871251_12.464301,41.869994_12.461195_41.871251_12.464301
-52.51,-10.67,-78.41,-25.99,41.871251,12.464301,41.870491,12.461734,41.870491_12.461734,41.871251_12.464301,41.870491_12.461734_41.871251_12.464301
-46.1,-9.92,-71.08,-24.94,41.871251,12.464301,41.870691,12.461949,41.870691_12.461949,41.871251_12.464301,41.870691_12.461949_41.871251_12.464301
-51.0,-8.005,-73.755,-22.805,41.871251,12.464301,41.870878,12.462196,41.870878_12.462196,41.871251_12.464301,41.870878_12.462196_41.871251_12.464301
-54.83,-1.69,-71.485,-16.494999999999997,41.871251,12.464301,41.870589,12.463412,41.870589_12.463412,41.871251_12.464301,41.870589_12.463412_41.871251_12.464301
