RSSI,NSINR,NRSRP,NRSRQ,BSLatitude,BSLongitude,UELatitude,UELongitude,UE_location,BS_location,UE_BS_pair
-67.4,-10.545,-89.015,-21.565,41.868917,12.462432,41.87148,12.459871,41.87148_12.459871,41.868917_12.462432,41.87148_12.459871_41.868917_12.462432
-64.37,-10.895,-86.35,-21.99,41.868917,12.462432,41.871479,12.45987,41.871479_12.45987,41.868917_12.462432,41.871479_12.45987_41.868917_12.462432
-66.49,-11.125,-88.715,-22.22,41.868917,12.462432,41.871475,12.459869,41.871475_12.459869,41.868917_12.462432,41.871475_12.459869_41.868917_12.462432
-67.12,-8.165,-86.41,-19.18,41.868917,12.462432,41.871497,12.459841,41.871497_12.459841,41.868917_12.462432,41.871497_12.459841_41.868917_12.462432
-67.33,-4.465,-83.44999999999999,-15.985,41.868917,12.462432,41.871558,12.459788,41.871558_12.459788,41.868917_12.462432,41.871558_12.459788_41.868917_12.462432
-69.8,-1.965,-83.80000000000001,-14.265,41.868917,12.462432,41.871631,12.459722,41.871631_12.459722,41.868917_12.462432,41.871631_12.459722_41.868917_12.462432
-64.94,1.9,-76.28999999999999,-11.615,41.868917,12.462432,41.871726,12.459635,41.871726_12.459635,41.868917_12.462432,41.871726_12.459635_41.868917_12.462432
-65.3,-4.4350000000000005,-81.32499999999999,-16.055,41.868917,12.462432,41.871845,12.459513,41.871845_12.459513,41.868917_12.462432,41.871845_12.459513_41.868917_12.462432
-64.69,-0.255,-77.255,-12.845,41.868917,12.462432,41.872049,12.459292,41.872049_12.459292,41.868917_12.462432,41.872049_12.459292_41.868917_12.462432
-72.33,-2.06,-86.495,-14.235,41.868917,12.462432,41.872195,12.459133,41.872195_12.459133,41.868917_12.462432,41.872195_12.459133_41.868917_12.462432
-66.79,-12.64,-90.385,-23.57,41.868917,12.462432,41.872356,12.458975,41.872356_12.458975,41.868917_12.462432,41.872356_12.458975_41.868917_12.462432
-66.32,-13.732500000000002,-90.99,-24.62,41.868917,12.462432,41.872437,12.458891,41.872437_12.458891,41.868917_12.462432,41.872437_12.458891_41.868917_12.462432
-68.18,-19.41,-98.66,-30.47,41.868917,12.462432,41.872678,12.458644,41.872678_12.458644,41.868917_12.462432,41.872678_12.458644_41.868917_12.462432
-71.93,-17.085,-99.955,-27.995,41.868917,12.462432,41.872861,12.458424,41.872861_12.458424,41.868917_12.462432,41.872861_12.458424_41.868917_12.462432
-77.09,-16.61,-104.72,-27.69,41.868917,12.462432,41.872915,12.458318,41.872915_12.458318,41.868917_12.462432,41.872915_12.458318_41.868917_12.462432
-73.36,-16.62,-100.86,-27.51,41.868917,12.462432,41.872903,12.458308,41.872903_12.458308,41.868917_12.462432,41.872903_12.458308_41.868917_12.462432
-76.95,-9.715,-97.505,-20.54,41.868917,12.462432,41.872897,12.458303,41.872897_12.458303,41.868917_12.462432,41.872897_12.458303_41.868917_12.462432
-72.85,-19.45,-103.29,-30.4,41.868917,12.462432,41.872907,12.458274,41.872907_12.458274,41.868917_12.462432,41.872907_12.458274_41.868917_12.462432
-76.12,-17.515,-104.57,-28.43,41.868917,12.462432,41.872934,12.458191,41.872934_12.458191,41.868917_12.462432,41.872934_12.458191_41.868917_12.462432
-73.47,-14.45,-99.11,-25.64,41.868917,12.462432,41.872975,12.458089,41.872975_12.458089,41.868917_12.462432,41.872975_12.458089_41.868917_12.462432
-76.49,-15.215,-102.665,-26.18,41.868917,12.462432,41.873004,12.458038,41.873004_12.458038,41.868917_12.462432,41.873004_12.458038_41.868917_12.462432
-73.2,-19.17,-103.12,-29.87,41.868917,12.462432,41.87307,12.457955,41.87307_12.457955,41.868917_12.462432,41.87307_12.457955_41.868917_12.462432
-75.04,-16.855,-102.95,-27.835,41.868917,12.462432,41.870919,12.45793,41.870919_12.45793,41.868917_12.462432,41.870919_12.45793_41.868917_12.462432
-71.4,-16.625,-98.89,-27.46,41.868917,12.462432,41.870971,12.458248,41.870971_12.458248,41.868917_12.462432,41.870971_12.458248_41.868917_12.462432
-71.25,-16.79,-98.84,-27.6,41.868917,12.462432,41.871087,12.458805,41.871087_12.458805,41.868917_12.462432,41.871087_12.458805_41.868917_12.462432
-67.96,-17.405,-96.455,-28.475,41.868917,12.462432,41.871203,12.459126,41.871203_12.459126,41.868917_12.462432,41.871203_12.459126_41.868917_12.462432
-70.14,-12.65,-93.63,-23.43,41.868917,12.462432,41.871243,12.459238,41.871243_12.459238,41.868917_12.462432,41.871243_12.459238_41.868917_12.462432
-70.96,-10.23,-92.07,-21.045,41.868917,12.462432,41.87126,12.459261,41.87126_12.459261,41.868917_12.462432,41.87126_12.459261_41.868917_12.462432
-66.8,-17.825,-95.32,-28.525,41.868917,12.462432,41.871291,12.459305,41.871291_12.459305,41.868917_12.462432,41.871291_12.459305_41.868917_12.462432
-66.66,-14.005,-92.03,-25.315,41.868917,12.462432,41.871394,12.459493,41.871394_12.459493,41.868917_12.462432,41.871394_12.459493_41.868917_12.462432
-65.4,-18.25,-94.44,-29.06,41.868917,12.462432,41.871364,12.459703,41.871364_12.459703,41.868917_12.462432,41.871364_12.459703_41.868917_12.462432
-66.58,-12.69,-90.17,-23.53,41.868917,12.462432,41.871009,12.460047,41.871009_12.460047,41.868917_12.462432,41.871009_12.460047_41.868917_12.462432
-62.52,-13.785,-87.30000000000001,-24.68,41.868917,12.462432,41.870585,12.463411,41.870585_12.463411,41.868917_12.462432,41.870585_12.463411_41.868917_12.462432
-63.87,-15.625,-90.39,-26.485,41.868917,12.462432,41.870506,12.463391,41.870506_12.463391,41.868917_12.462432,41.870506_12.463391_41.868917_12.462432
-66.83,-9.045,-87.015,-20.295,41.868917,12.462432,41.870475,12.463397,41.870475_12.463397,41.868917_12.462432,41.870475_12.463397_41.868917_12.462432
-67.23,-6.33,-84.9,-17.685,41.868917,12.462432,41.870466,12.463409,41.870466_12.463409,41.868917_12.462432,41.870466_12.463409_41.868917_12.462432
-69.76,-5.155,-86.4,-16.68,41.868917,12.462432,41.870444,12.463413,41.870444_12.463413,41.868917_12.462432,41.870444_12.463413_41.868917_12.462432
-63.76,-8.835,-83.805,-20.015,41.868917,12.462432,41.870418,12.463402,41.870418_12.463402,41.868917_12.462432,41.870418_12.463402_41.868917_12.462432
-66.42,-13.405,-90.775,-24.33,41.868917,12.462432,41.870374,12.463409,41.870374_12.463409,41.868917_12.462432,41.870374_12.463409_41.868917_12.462432
-60.47,-18.97,-90.23,-29.72,41.868917,12.462432,41.870361,12.463419,41.870361_12.463419,41.868917_12.462432,41.870361_12.463419_41.868917_12.462432
-62.44,-15.725,-89.08,-26.72,41.868917,12.462432,41.870333,12.463433,41.870333_12.463433,41.868917_12.462432,41.870333_12.463433_41.868917_12.462432
-67.78,-6.92,-86.0,-18.19,41.868917,12.462432,41.870288,12.463435,41.870288_12.463435,41.868917_12.462432,41.870288_12.463435_41.868917_12.462432
-66.7,-12.575,-90.63,-24.06,41.868917,12.462432,41.870242,12.463454,41.870242_12.463454,41.868917_12.462432,41.870242_12.463454_41.868917_12.462432
-65.7,-8.66,-85.3,-19.69,41.868917,12.462432,41.870228,12.46347,41.870228_12.46347,41.868917_12.462432,41.870228_12.46347_41.868917_12.462432
-65.93,-8.55,-85.675,-19.725,41.868917,12.462432,41.87018,12.463476,41.87018_12.463476,41.868917_12.462432,41.87018_12.463476_41.868917_12.462432
-67.19,-0.7849999999999999,-80.175,-12.955,41.868917,12.462432,41.870175,12.463491,41.870175_12.463491,41.868917_12.462432,41.870175_12.463491_41.868917_12.462432
-66.875,-11.97,-89.985,-23.125,41.868917,12.462432,41.870112,12.463501,41.870112_12.463501,41.868917_12.462432,41.870112_12.463501_41.868917_12.462432
-63.41,-14.41,-88.85,-25.515,41.868917,12.462432,41.8701,12.46353,41.8701_12.46353,41.868917_12.462432,41.8701_12.46353_41.868917_12.462432
-67.49,-6.5600000000000005,-85.68,-18.245,41.868917,12.462432,41.870084,12.463535,41.870084_12.463535,41.868917_12.462432,41.870084_12.463535_41.868917_12.462432
-60.96,-15.585,-87.5,-26.48,41.868917,12.462432,41.87007,12.463557,41.87007_12.463557,41.868917_12.462432,41.87007_12.463557_41.868917_12.462432
-64.735,-8.6125,-84.395,-19.6425,41.868917,12.462432,41.870051,12.463561,41.870051_12.463561,41.868917_12.462432,41.870051_12.463561_41.868917_12.462432
-66.49,-8.305,-85.875,-19.355,41.868917,12.462432,41.870033,12.463578,41.870033_12.463578,41.868917_12.462432,41.870033_12.463578_41.868917_12.462432
-67.63,-6.01,-84.64500000000001,-16.96,41.868917,12.462432,41.870005,12.463595,41.870005_12.463595,41.868917_12.462432,41.870005_12.463595_41.868917_12.462432
-67.75,-1.965,-82.46000000000001,-14.705,41.868917,12.462432,41.870038,12.463645,41.870038_12.463645,41.868917_12.462432,41.870038_12.463645_41.868917_12.462432
-65.275,-6.609999999999999,-83.465,-18.1225,41.868917,12.462432,41.87,12.46383,41.87_12.46383,41.868917_12.462432,41.87_12.46383_41.868917_12.462432
-67.5,-6.76,-85.34,-17.905,41.868917,12.462432,41.869954,12.464106,41.869954_12.464106,41.868917_12.462432,41.869954_12.464106_41.868917_12.462432
-62.17,-7.229999999999999,-80.66,-18.585,41.868917,12.462432,41.869923,12.464184,41.869923_12.464184,41.868917_12.462432,41.869923_12.464184_41.868917_12.462432
-60.48,-8.075,-79.645,-19.055,41.868917,12.462432,41.869882,12.46418,41.869882_12.46418,41.868917_12.462432,41.869882_12.46418_41.868917_12.462432
-58.48,-9.765,-79.4,-20.68,41.868917,12.462432,41.869842,12.464189,41.869842_12.464189,41.868917_12.462432,41.869842_12.464189_41.868917_12.462432
-61.28,-1.335,-74.905,-13.375,41.868917,12.462432,41.869835,12.464204,41.869835_12.464204,41.868917_12.462432,41.869835_12.464204_41.868917_12.462432
-63.56,2.9450000000000003,-74.58000000000001,-11.005,41.868917,12.462432,41.869814,12.464212,41.869814_12.464212,41.868917_12.462432,41.869814_12.464212_41.868917_12.462432
-65.8,-1.4900000000000002,-79.57,-14.09,41.868917,12.462432,41.869774,12.464209,41.869774_12.464209,41.868917_12.462432,41.869774_12.464209_41.868917_12.462432
-67.49,1.56,-79.08500000000001,-11.63,41.868917,12.462432,41.869761,12.464195,41.869761_12.464195,41.868917_12.462432,41.869761_12.464195_41.868917_12.462432
-64.93,3.385,-75.265,-10.54,41.868917,12.462432,41.869735,12.464185,41.869735_12.464185,41.868917_12.462432,41.869735_12.464185_41.868917_12.462432
-63.51,-5.255,-80.16,-16.475,41.868917,12.462432,41.869694,12.464168,41.869694_12.464168,41.868917_12.462432,41.869694_12.464168_41.868917_12.462432
-68.11,-8.83,-88.245,-20.07,41.868917,12.462432,41.869665,12.464158,41.869665_12.464158,41.868917_12.462432,41.869665_12.464158_41.868917_12.462432
-63.28,-5.905,-80.745,-17.494999999999997,41.868917,12.462432,41.869646,12.464153,41.869646_12.464153,41.868917_12.462432,41.869646_12.464153_41.868917_12.462432
-69.68,1.3050000000000002,-81.4,-11.4,41.868917,12.462432,41.86963,12.464113,41.86963_12.464113,41.868917_12.462432,41.86963_12.464113_41.868917_12.462432
-63.04,-9.22,-83.22,-20.215,41.868917,12.462432,41.869577,12.464069,41.869577_12.464069,41.868917_12.462432,41.869577_12.464069_41.868917_12.462432
-60.07,-10.19,-81.445,-21.305,41.868917,12.462432,41.869563,12.464035,41.869563_12.464035,41.868917_12.462432,41.869563_12.464035_41.868917_12.462432
-68.0,-7.85,-87.12,-19.105,41.868917,12.462432,41.869552,12.464021,41.869552_12.464021,41.868917_12.462432,41.869552_12.464021_41.868917_12.462432
-57.88,-12.755,-81.845,-23.795,41.868917,12.462432,41.869503,12.463946,41.869503_12.463946,41.868917_12.462432,41.869503_12.463946_41.868917_12.462432
-63.1,-15.37,-89.455,-26.325000000000003,41.868917,12.462432,41.8695,12.463936,41.8695_12.463936,41.868917_12.462432,41.8695_12.463936_41.868917_12.462432
-62.3,-16.43,-89.79,-27.45,41.868917,12.462432,41.869498,12.463913,41.869498_12.463913,41.868917_12.462432,41.869498_12.463913_41.868917_12.462432
-68.27,-0.5000000000000001,-81.86,-13.625,41.868917,12.462432,41.869494,12.46389,41.869494_12.46389,41.868917_12.462432,41.869494_12.46389_41.868917_12.462432
-67.24,-8.57,-86.85,-19.72,41.868917,12.462432,41.869486,12.463866,41.869486_12.463866,41.868917_12.462432,41.869486_12.463866_41.868917_12.462432
-60.515,-9.93,-81.6075,-21.07,41.868917,12.462432,41.869469,12.463838,41.869469_12.463838,41.868917_12.462432,41.869469_12.463838_41.868917_12.462432
-61.44,-6.039999999999999,-78.945,-17.259999999999998,41.868917,12.462432,41.869454,12.463793,41.869454_12.463793,41.868917_12.462432,41.869454_12.463793_41.868917_12.462432
-58.65,-6.85,-76.68,-17.88,41.868917,12.462432,41.869438,12.463764,41.869438_12.463764,41.868917_12.462432,41.869438_12.463764_41.868917_12.462432
-64.68,-2.685,-79.705,-14.625,41.868917,12.462432,41.86944,12.463731,41.86944_12.463731,41.868917_12.462432,41.86944_12.463731_41.868917_12.462432
-62.53,-1.57,-76.315,-13.835,41.868917,12.462432,41.869452,12.463711,41.869452_12.463711,41.868917_12.462432,41.869452_12.463711_41.868917_12.462432
-68.05,-1.925,-82.475,-14.49,41.868917,12.462432,41.869449,12.463707,41.869449_12.463707,41.868917_12.462432,41.869449_12.463707_41.868917_12.462432
-65.52,-5.845,-82.675,-17.02,41.868917,12.462432,41.869444,12.463699,41.869444_12.463699,41.868917_12.462432,41.869444_12.463699_41.868917_12.462432
-66.26,0.74,-78.69,-12.68,41.868917,12.462432,41.869426,12.463686,41.869426_12.463686,41.868917_12.462432,41.869426_12.463686_41.868917_12.462432
-67.495,-1.5375,-80.7225,-13.4175,41.868917,12.462432,41.869422,12.463676,41.869422_12.463676,41.868917_12.462432,41.869422_12.463676_41.868917_12.462432
-67.56,-2.255,-81.3,-13.74,41.868917,12.462432,41.869417,12.463659,41.869417_12.463659,41.868917_12.462432,41.869417_12.463659_41.868917_12.462432
-65.59,2.76,-76.25999999999999,-10.755,41.868917,12.462432,41.869404,12.46364,41.869404_12.46364,41.868917_12.462432,41.869404_12.46364_41.868917_12.462432
-67.59,3.28,-78.03,-10.62,41.868917,12.462432,41.869393,12.463626,41.869393_12.463626,41.868917_12.462432,41.869393_12.463626_41.868917_12.462432
-69.62,-0.66,-82.39500000000001,-12.91,41.868917,12.462432,41.869377,12.463603,41.869377_12.463603,41.868917_12.462432,41.869377_12.463603_41.868917_12.462432
-70.53,-2.33,-85.225,-14.72,41.868917,12.462432,41.869375,12.463591,41.869375_12.463591,41.868917_12.462432,41.869375_12.463591_41.868917_12.462432
-67.67,2.345,-78.235,-10.655,41.868917,12.462432,41.86939,12.463552,41.86939_12.463552,41.868917_12.462432,41.86939_12.463552_41.868917_12.462432
-64.77,2.32,-76.12,-11.405,41.868917,12.462432,41.869402,12.463555,41.869402_12.463555,41.868917_12.462432,41.869402_12.463555_41.868917_12.462432
-67.8,3.4850000000000003,-78.225,-10.545,41.868917,12.462432,41.869404,12.463537,41.869404_12.463537,41.868917_12.462432,41.869404_12.463537_41.868917_12.462432
-66.95,2.02,-76.77,-9.86,41.868917,12.462432,41.869402,12.463493,41.869402_12.463493,41.868917_12.462432,41.869402_12.463493_41.868917_12.462432
-66.66,-6.38,-83.91499999999999,-17.18,41.868917,12.462432,41.869379,12.463428,41.869379_12.463428,41.868917_12.462432,41.869379_12.463428_41.868917_12.462432
-67.97,-4.52,-83.69,-15.535,41.868917,12.462432,41.869357,12.463361,41.869357_12.463361,41.868917_12.462432,41.869357_12.463361_41.868917_12.462432
-67.29,-2.52,-81.6,-14.485,41.868917,12.462432,41.869374,12.463288,41.869374_12.463288,41.868917_12.462432,41.869374_12.463288_41.868917_12.462432
-64.08,-8.559999999999999,-83.36,-19.33,41.868917,12.462432,41.869363,12.463262,41.869363_12.463262,41.868917_12.462432,41.869363_12.463262_41.868917_12.462432
-66.54,-3.5,-81.475,-14.915,41.868917,12.462432,41.869372,12.46323,41.869372_12.46323,41.868917_12.462432,41.869372_12.46323_41.868917_12.462432
-66.59,-8.754999999999999,-86.125,-19.525,41.868917,12.462432,41.869387,12.463169,41.869387_12.463169,41.868917_12.462432,41.869387_12.463169_41.868917_12.462432
-64.485,-2.04,-78.38,-13.8875,41.868917,12.462432,41.869395,12.463118,41.869395_12.463118,41.868917_12.462432,41.869395_12.463118_41.868917_12.462432
-64.19,-4.365,-79.66,-15.605,41.868917,12.462432,41.869414,12.46307,41.869414_12.46307,41.868917_12.462432,41.869414_12.46307_41.868917_12.462432
-59.99,-12.985,-83.47,-23.48,41.868917,12.462432,41.86942,12.463031,41.86942_12.463031,41.868917_12.462432,41.86942_12.463031_41.868917_12.462432
-62.505,-8.9675,-82.25,-19.6775,41.868917,12.462432,41.869415,12.463003,41.869415_12.463003,41.868917_12.462432,41.869415_12.463003_41.868917_12.462432
-61.86,-1.555,-75.295,-13.35,41.868917,12.462432,41.869349,12.462958,41.869349_12.462958,41.868917_12.462432,41.869349_12.462958_41.868917_12.462432
-58.25,-6.890000000000001,-75.97,-17.76,41.868917,12.462432,41.869217,12.462852,41.869217_12.462852,41.868917_12.462432,41.869217_12.462852_41.868917_12.462432
-59.59,-4.51,-75.305,-15.47,41.868917,12.462432,41.869165,12.462822,41.869165_12.462822,41.868917_12.462432,41.869165_12.462822_41.868917_12.462432
-59.305,-5.7175,-76.17,-16.7925,41.868917,12.462432,41.869183,12.46275,41.869183_12.46275,41.868917_12.462432,41.869183_12.46275_41.868917_12.462432
-59.44,-3.995,-75.05,-15.665,41.868917,12.462432,41.869199,12.462714,41.869199_12.462714,41.868917_12.462432,41.869199_12.462714_41.868917_12.462432
-59.43,-6.66,-76.78,-17.355,41.868917,12.462432,41.869234,12.462699,41.869234_12.462699,41.868917_12.462432,41.869234_12.462699_41.868917_12.462432
-63.55,-1.775,-77.44,-13.755,41.868917,12.462432,41.869234,12.462662,41.869234_12.462662,41.868917_12.462432,41.869234_12.462662_41.868917_12.462432
-60.6,-6.115,-77.755,-17.18,41.868917,12.462432,41.869243,12.462568,41.869243_12.462568,41.868917_12.462432,41.869243_12.462568_41.868917_12.462432
-63.31,-1.3899999999999997,-76.715,-13.23,41.868917,12.462432,41.869249,12.462547,41.869249_12.462547,41.868917_12.462432,41.869249_12.462547_41.868917_12.462432
-57.71,-7.88,-76.36,-18.595,41.868917,12.462432,41.869259,12.462516,41.869259_12.462516,41.868917_12.462432,41.869259_12.462516_41.868917_12.462432
-61.43,-6.66,-78.9,-17.57,41.868917,12.462432,41.869271,12.462485,41.869271_12.462485,41.868917_12.462432,41.869271_12.462485_41.868917_12.462432
-61.06,-4.585,-76.65,-15.62,41.868917,12.462432,41.8693,12.462455,41.8693_12.462455,41.868917_12.462432,41.8693_12.462455_41.868917_12.462432
-56.12,-9.685,-76.64,-20.6,41.868917,12.462432,41.869323,12.462443,41.869323_12.462443,41.868917_12.462432,41.869323_12.462443_41.868917_12.462432
-56.53,-10.885,-77.94,-21.25,41.868917,12.462432,41.869348,12.462418,41.869348_12.462418,41.868917_12.462432,41.869348_12.462418_41.868917_12.462432
-53.84,-16.96,-81.195,-27.365,41.868917,12.462432,41.86935,12.462388,41.86935_12.462388,41.868917_12.462432,41.86935_12.462388_41.868917_12.462432
-55.76,-15.8,-82.05,-26.28,41.868917,12.462432,41.869345,12.462347,41.869345_12.462347,41.868917_12.462432,41.869345_12.462347_41.868917_12.462432
-53.95,-16.93,-81.215,-27.275,41.868917,12.462432,41.86932,12.462306,41.86932_12.462306,41.868917_12.462432,41.86932_12.462306_41.868917_12.462432
-50.37,-15.01,-76.24,-25.75,41.868917,12.462432,41.869128,12.462231,41.869128_12.462231,41.868917_12.462432,41.869128_12.462231_41.868917_12.462432
-47.08,-15.065,-72.455,-25.36,41.868917,12.462432,41.869041,12.462207,41.869041_12.462207,41.868917_12.462432,41.869041_12.462207_41.868917_12.462432
-53.56,-14.3,-78.46,-24.77,41.868917,12.462432,41.868809,12.46216,41.868809_12.46216,41.868917_12.462432,41.868809_12.46216_41.868917_12.462432
-52.95,-19.07,-82.24,-29.19,41.868917,12.462432,41.868677,12.462087,41.868677_12.462087,41.868917_12.462432,41.868677_12.462087_41.868917_12.462432
-56.63,-14.78,-81.94,-25.18,41.868917,12.462432,41.868627,12.462147,41.868627_12.462147,41.868917_12.462432,41.868627_12.462147_41.868917_12.462432
-59.96,-19.73,-89.62,-29.68,41.868917,12.462432,41.868567,12.462172,41.868567_12.462172,41.868917_12.462432,41.868567_12.462172_41.868917_12.462432
-57.98,-19.45,-87.94,-29.93,41.868917,12.462432,41.868188,12.462389,41.868188_12.462389,41.868917_12.462432,41.868188_12.462389_41.868917_12.462432
-62.49,-14.55,-87.63,-25.21,41.868917,12.462432,41.868173,12.462395,41.868173_12.462395,41.868917_12.462432,41.868173_12.462395_41.868917_12.462432
-58.57,-18.93,-88.17,-29.56,41.868917,12.462432,41.868125,12.462426,41.868125_12.462426,41.868917_12.462432,41.868125_12.462426_41.868917_12.462432
-60.49,-19.065,-89.87,-29.335,41.868917,12.462432,41.868093,12.462463,41.868093_12.462463,41.868917_12.462432,41.868093_12.462463_41.868917_12.462432
-57.08,-19.93,-87.16,-30.09,41.868917,12.462432,41.868086,12.462463,41.868086_12.462463,41.868917_12.462432,41.868086_12.462463_41.868917_12.462432
-63.485,-14.0275,-87.995,-24.442500000000003,41.868917,12.462432,41.868044,12.462514,41.868044_12.462514,41.868917_12.462432,41.868044_12.462514_41.868917_12.462432
-59.12,-15.85,-85.54,-26.43,41.868917,12.462432,41.868051,12.462611,41.868051_12.462611,41.868917_12.462432,41.868051_12.462611_41.868917_12.462432
-61.74,-13.07,-85.36,-23.6,41.868917,12.462432,41.867942,12.462662,41.867942_12.462662,41.868917_12.462432,41.867942_12.462662_41.868917_12.462432
-62.89,-16.41,-89.81,-26.9,41.868917,12.462432,41.867868,12.462688,41.867868_12.462688,41.868917_12.462432,41.867868_12.462688_41.868917_12.462432
-65.33,-16.200000000000003,-92.075,-26.675,41.868917,12.462432,41.867845,12.462683,41.867845_12.462683,41.868917_12.462432,41.867845_12.462683_41.868917_12.462432
-59.67,-16.905,-86.7,-26.995,41.868917,12.462432,41.867831,12.46269,41.867831_12.46269,41.868917_12.462432,41.867831_12.46269_41.868917_12.462432
-66.175,-14.55,-91.08,-24.9175,41.868917,12.462432,41.867781,12.462673,41.867781_12.462673,41.868917_12.462432,41.867781_12.462673_41.868917_12.462432
-61.55,-14.93,-87.065,-25.47,41.868917,12.462432,41.867747,12.46269,41.867747_12.46269,41.868917_12.462432,41.867747_12.46269_41.868917_12.462432
-67.26,-11.87,-89.53,-22.185,41.868917,12.462432,41.867761,12.462806,41.867761_12.462806,41.868917_12.462432,41.867761_12.462806_41.868917_12.462432
-66.47,-16.16,-93.24,-26.66,41.868917,12.462432,41.867761,12.462818,41.867761_12.462818,41.868917_12.462432,41.867761_12.462818_41.868917_12.462432
-69.57,-19.055,-98.875,-29.3,41.868917,12.462432,41.867731,12.462853,41.867731_12.462853,41.868917_12.462432,41.867731_12.462853_41.868917_12.462432
-73.92,-8.585,-93.425,-19.48,41.868917,12.462432,41.867725,12.462868,41.867725_12.462868,41.868917_12.462432,41.867725_12.462868_41.868917_12.462432
-72.88,-12.015,-95.5,-22.63,41.868917,12.462432,41.86772,12.462879,41.86772_12.462879,41.868917_12.462432,41.86772_12.462879_41.868917_12.462432
-70.82,-15.43,-96.98,-26.14,41.868917,12.462432,41.867698,12.462896,41.867698_12.462896,41.868917_12.462432,41.867698_12.462896_41.868917_12.462432
-71.94,-8.52,-91.225,-19.245,41.868917,12.462432,41.867688,12.462903,41.867688_12.462903,41.868917_12.462432,41.867688_12.462903_41.868917_12.462432
-66.57,-17.259999999999998,-94.415,-27.825000000000003,41.868917,12.462432,41.86767,12.462904,41.86767_12.462904,41.868917_12.462432,41.86767_12.462904_41.868917_12.462432
-71.77,-15.22,-97.21,-25.21,41.868917,12.462432,41.867628,12.462902,41.867628_12.462902,41.868917_12.462432,41.867628_12.462902_41.868917_12.462432
-72.6,-14.91,-97.91,-25.33,41.868917,12.462432,41.867598,12.462905,41.867598_12.462905,41.868917_12.462432,41.867598_12.462905_41.868917_12.462432
-67.19,-19.77,-97.45,-30.26,41.868917,12.462432,41.867564,12.46289,41.867564_12.46289,41.868917_12.462432,41.867564_12.46289_41.868917_12.462432
-69.39,-18.025,-97.87,-28.485,41.868917,12.462432,41.867534,12.462875,41.867534_12.462875,41.868917_12.462432,41.867534_12.462875_41.868917_12.462432
-72.71,-19.005000000000003,-102.245,-29.51,41.868917,12.462432,41.867436,12.462913,41.867436_12.462913,41.868917_12.462432,41.867436_12.462913_41.868917_12.462432
-75.78,-13.02,-99.775,-23.99,41.868917,12.462432,41.867385,12.462951,41.867385_12.462951,41.868917_12.462432,41.867385_12.462951_41.868917_12.462432
-72.02,-18.82,-101.03,-29.02,41.868917,12.462432,41.867141,12.463266,41.867141_12.463266,41.868917_12.462432,41.867141_12.463266_41.868917_12.462432
-68.5,-14.32,-92.77,-24.29,41.868917,12.462432,41.867115,12.463278,41.867115_12.463278,41.868917_12.462432,41.867115_12.463278_41.868917_12.462432
-72.58,-17.01,-100.21,-27.62,41.868917,12.462432,41.867083,12.463293,41.867083_12.463293,41.868917_12.462432,41.867083_12.463293_41.868917_12.462432
-67.09,-15.075,-92.855,-25.79,41.868917,12.462432,41.867077,12.463312,41.867077_12.463312,41.868917_12.462432,41.867077_12.463312_41.868917_12.462432
-71.98,-17.66,-100.29,-28.31,41.868917,12.462432,41.867057,12.46332,41.867057_12.46332,41.868917_12.462432,41.867057_12.46332_41.868917_12.462432
-70.225,-12.7375,-93.615,-23.42,41.868917,12.462432,41.867034,12.463316,41.867034_12.463316,41.868917_12.462432,41.867034_12.463316_41.868917_12.462432
-76.8,-10.43,-97.94,-21.09,41.868917,12.462432,41.866995,12.463353,41.866995_12.463353,41.868917_12.462432,41.866995_12.463353_41.868917_12.462432
-81.32,-10.26,-102.21,-20.915,41.868917,12.462432,41.866992,12.463351,41.866992_12.463351,41.868917_12.462432,41.866992_12.463351_41.868917_12.462432
-70.67,-14.83,-96.07,-25.415,41.868917,12.462432,41.866957,12.46338,41.866957_12.46338,41.868917_12.462432,41.866957_12.46338_41.868917_12.462432
-67.8,-17.66,-95.87,-28.09,41.868917,12.462432,41.866915,12.463385,41.866915_12.463385,41.868917_12.462432,41.866915_12.463385_41.868917_12.462432
-74.73,-11.135,-96.75,-21.99,41.868917,12.462432,41.866899,12.463274,41.866899_12.463274,41.868917_12.462432,41.866899_12.463274_41.868917_12.462432
-71.66499999999999,-13.49,-96.0025,-24.245,41.868917,12.462432,41.866876,12.463272,41.866876_12.463272,41.868917_12.462432,41.866876_12.463272_41.868917_12.462432
-66.89,-14.01,-91.75,-24.9,41.868917,12.462432,41.866853,12.463269,41.866853_12.463269,41.868917_12.462432,41.866853_12.463269_41.868917_12.462432
-68.74,-12.12,-91.735,-22.93,41.868917,12.462432,41.866838,12.46326,41.866838_12.46326,41.868917_12.462432,41.866838_12.46326_41.868917_12.462432
-68.69,-7.655,-87.42,-18.755,41.868917,12.462432,41.866825,12.463256,41.866825_12.463256,41.868917_12.462432,41.866825_12.463256_41.868917_12.462432
-65.98,-11.345,-88.195,-22.055,41.868917,12.462432,41.866811,12.463267,41.866811_12.463267,41.868917_12.462432,41.866811_12.463267_41.868917_12.462432
-70.17,-11.13,-91.98,-21.825000000000003,41.868917,12.462432,41.866859,12.463378,41.866859_12.463378,41.868917_12.462432,41.866859_12.463378_41.868917_12.462432
-69.39,-14.04,-94.005,-24.63,41.868917,12.462432,41.866852,12.463428,41.866852_12.463428,41.868917_12.462432,41.866852_12.463428_41.868917_12.462432
